pet_name,pet_type,sex,age,location,link,breed,color,size,weight,pet_id,hair,rescue,address,Spayed,Neutered,Spayed / Neutered,Shots Up to Date,Purebred,Has Special Needs,Declawed,Not Good with Kids,Good with Kids,House-trained,Good with Cats,Not Good with Cats,Good with Dogs,Not Good with Dogs,Needs Experienced Adopter
Amelia,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25318973-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,,,SSHS-A-11801,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Shadow,cat,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/24933881-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-11420,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Periwinkle,cat,Male,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25442352-chicago-heights-illinois-kitten,Domestic Mediumhair,Gray or Blue,,,SSHS-A-11930,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Aqua,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25442355-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,,,SSHS-A-11936,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Yahoo,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25442347-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-11238,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Cornflower,cat,Female,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25442353-chicago-heights-illinois-kitten,Domestic Shorthair,Gray or Blue,,,SSHS-A-11933,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Ren,cat,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313064-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,,,SSHS-A-11782,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Hubba Bubba,cat,Male,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25377576-chicago-heights-illinois-kitten,Domestic Shorthair,Gray or Blue,,,SSHS-A-11498,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Ghost,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25348407-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,,,SSHS-A-9817,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Charlie,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433563-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-12056,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Maxie,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422245-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-12041,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Sprinkles,cat,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422244-chicago-heights-illinois-cat,Domestic Shorthair,White,,,SSHS-A-12040,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Rocky,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25377586-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,,,SSHS-A-11964,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Ted,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25348411-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-11882,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Chloe,cat,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313068-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-11856,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Mason,cat,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313069-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,,,SSHS-A-11853,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Runa,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433553-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-11822,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Lexus,cat,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25369137-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,,,SSHS-A-9688,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Jennifurr,cat,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25400047-chicago-heights-illinois-cat,Domestic Shorthair,Tan or Fawn,,,SSHS-A-3318,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Tink,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25433548-chicago-heights-illinois-cat,Domestic Shorthair,,,,SSHS-A-3176,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Thomas,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422241-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-11804,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Cookie,cat,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422242-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-11879,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Nutmeg,cat,Female,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422236-chicago-heights-illinois-kitten,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-11323,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Sage,cat,Female,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422237-chicago-heights-illinois-kitten,Domestic Shorthair,Gray or Blue,,,SSHS-A-11325,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Pepper,cat,Male,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25422235-chicago-heights-illinois-kitten,Domestic Shorthair,All Black,,,SSHS-A-11322,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Chip,cat,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25410743-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-11878,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Oliver,cat,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25400049-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-11973,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Bubblicious,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25377575-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,,,SSHS-A-11497,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Cene,cat,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25369143-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,,,SSHS-A-11950,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Edward,cat,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25327901-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,,,SSHS-A-11867,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Holly,cat,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313066-chicago-heights-illinois-cat,Domestic Longhair,Tortoiseshell,,,SSHS-A-11846,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Big Ben,cat,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/24887186-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-10826,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Nicole,cat,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358624-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-7604,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Bugsy,cat,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358627-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-11910,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Mrs. Peacock,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358623-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,,,SSHS-A-1535,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Babygirl,cat,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25358628-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-11915,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Scar,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25337738-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-11832,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Nora,cat,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25327903-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,,,SSHS-A-11810,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Lionel,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25241562-chicago-heights-illinois-cat,Domestic Mediumhair,Orange or Red,,,SSHS-A-11780,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Fiona,cat,Female,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25305642-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,,,SSHS-A-10892,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Theodore,cat,Male,kitten,"Chicago Heights, IL",https://www.adoptapet.com/pet/25318977-chicago-heights-illinois-kitten,Domestic Shorthair,All Black,,,SSHS-A-11817,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Bethany,cat,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313063-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-11767,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Terrapin,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313061-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-11764,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Pixel,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25313059-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-11757,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Houdini,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25249082-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-11765,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Pipsqueak,cat,Female,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25249080-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-11761,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Wendell,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25249079-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,,,SSHS-A-11684,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Gandolf,cat,Male,senior,"Chicago Heights, IL",https://www.adoptapet.com/pet/25263179-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-10889,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Roman,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25241558-chicago-heights-illinois-cat,Domestic Shorthair,Gray or Blue,,,SSHS-A-11781,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Alphie,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24562802-chicago-heights-illinois-cat,Domestic Shorthair,Orange or Red,,,SSHS-A-11067,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Scootch,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24288041-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-8529,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Gracie,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/24236778-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-8461,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Grayson,cat,Male,young,"Chicago Heights, IL",https://www.adoptapet.com/pet/25067921-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-11548,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Patrick Scar,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25067916-chicago-heights-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,SSHS-A-11177,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Katrina,cat,Female,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25134233-chicago-heights-illinois-cat,Domestic Shorthair,All Black,,,SSHS-A-11586,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Lunchmeat,cat,Male,adult,"Chicago Heights, IL",https://www.adoptapet.com/pet/25222540-chicago-heights-illinois-cat,Siamese,Gray or Blue,,,SSHS-A-11456,,South Suburban Humane Society,"Chicago Heights, IL",,,,,,,,,,,,,,,
Twinkles,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25362858-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41684839,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,Yes,,,,,,,,
Missy,cat,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25517105-chicago-illinois-cat,Domestic Mediumhair/Domestic Shorthair,Orange or Red,,,41833135,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,,
Cal,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510498-chicago-illinois-cat,Domestic Shorthair,All Black,,,41802926,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,,
Lola,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510410-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,41778784,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,,
King Nippy,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510497-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41778781,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,,
Charlie,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516297-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41800317,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,Yes,,,,,,,,
Silver,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516296-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41795303,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,,
August,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516295-chicago-illinois-cat,Domestic Shorthair,Tan or Fawn,,,41739667,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,,
Thanos,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516294-chicago-illinois-cat,Domestic Mediumhair/Domestic Shorthair,Gray or Blue,,,41771957,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,,
Meowster,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25516293-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41733460,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,,
Simon,cat,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25495796-chicago-illinois-cat,Domestic Shorthair,All Black,,,41724541,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,Yes,,,,,
Coral,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495797-chicago-illinois-cat,Domestic Shorthair,All Black,,,41724554,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,,
Mitchell,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495795-chicago-illinois-cat,Domestic Shorthair,All Black,,,41593008,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,Yes,,,,,
Blue,cat,Female,young,"Chicago, IL",https://www.adoptapet.com/pet/25499236-chicago-illinois-cat,Domestic Shorthair,All Black,,,41544092,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Rey,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525706-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,41760869,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Mimi,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25363078-chicago-illinois-cat,Domestic Shorthair,White,,,41761653,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Tyler,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495794-chicago-illinois-cat,Domestic Shorthair,White,,,25105715,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,,
Facey,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25495793-chicago-illinois-cat,Domestic Shorthair,All Black,,,41845983,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,,
Lois,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25415910-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41724571,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,,
Shadow,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25415911-chicago-illinois-cat,Domestic Shorthair,All Black,,,41724612,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,,
Midnight,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25415912-chicago-illinois-cat,Domestic Shorthair,All Black,,,41724619,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,,,,,,
Veronica,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24890532-chicago-illinois-cat,Domestic Shorthair,All Black,,,41112977,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Eric,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25528150-chicago-illinois-cat,Domestic Shorthair,All Black,,,41780851,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,,,,,,
Theo,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25362857-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,41724645,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,Yes,,,,,
Simba,cat,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25362855-chicago-illinois-cat,Domestic Shorthair,Orange or Red,,,41724531,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,Yes,,,,,
Jack,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25362856-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41724664,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,Yes,,,,,
Sprinkles,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25234853-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,41609997,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Flippy,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25209092-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,41560547,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",,Yes,,,,,,,,Yes,,,,,
Charlie,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25209089-chicago-illinois-cat,Domestic Shorthair,Orange or Red,,,41542534,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Kichi,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25176009-chicago-illinois-cat,Domestic Shorthair,All Black,,,41345142,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Ginger,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25176010-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,40828993,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Bella,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24883463-chicago-illinois-cat,Domestic Shorthair,All Black,,,41123006,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Twin,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525704-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,41832185,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Snowball,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25510277-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,41221606,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Hope,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25192346-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,35288162,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Shannon,cat,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/24817337-chicago-illinois-cat,Domestic Shorthair,White,,,41048530,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Beezus,cat,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/24239004-chicago-illinois-cat,Domestic Shorthair,All Black,,,9949299,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Minnie,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/24906841-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,41113079,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Rose,cat,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25342987-chicago-illinois-cat,Domestic Shorthair,All Black,,,41663168,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Max,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25362912-chicago-illinois-cat,Domestic Shorthair,Orange or Red,,,41083521,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,Yes,,,,,
Princess,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25251906-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41550847,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Macey,cat,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25176008-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,41044209,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,Yes,,,Yes,,,,,
Lil Baby,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25234854-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,40987778,,The Anti-Cruelty Society - PetSmart locations,"Chicago, IL",Yes,,,,,,,,,Yes,,,,,
Phin,cat,Male,senior,"Chicago, IL",https://www.adoptapet.com/pet/25228108-chicago-illinois-cat,Domestic Shorthair,Gray or Blue,,,9966459,,The Anti-Cruelty Society - Home-to-Home Program,"Chicago, IL",,Yes,,,,,,,,Yes,,,,,
Scuba,cat,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25499237-chicago-illinois-cat,Domestic Shorthair,White,,,41544099,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Sophia,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25494976-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,41823494,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Molly Malone,cat,Female,senior,"Chicago, IL",https://www.adoptapet.com/pet/25504295-chicago-illinois-cat,Domestic Shorthair,Orange or Red,,,14251785,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Sabel,cat,Female,adult,"Chicago, IL",https://www.adoptapet.com/pet/25503666-chicago-illinois-cat,Domestic Shorthair,All Black,,,41746293,,The Anti-Cruelty Society,"Chicago, IL",Yes,,,,,,,,,,,,,,
Milo,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25504211-chicago-illinois-cat,Domestic Shorthair,Brown or Chocolate,,,41782168,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Panda,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/24686188-chicago-illinois-cat,Domestic Shorthair,White,,,40773082,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Zhen,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25504079-chicago-illinois-cat,Domestic Mediumhair/Domestic Shorthair,White,,,41785136,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Milo,cat,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25499235-chicago-illinois-cat,Domestic Shorthair,All Black,,,41544098,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Mojito,cat,Male,young,"Chicago, IL",https://www.adoptapet.com/pet/25499234-chicago-illinois-cat,Domestic Shorthair,All Black,,,41544100,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
Tiggy,cat,Male,adult,"Chicago, IL",https://www.adoptapet.com/pet/25525435-chicago-illinois-cat,Domestic Shorthair,Orange or Red,,,41885192,,The Anti-Cruelty Society,"Chicago, IL",,Yes,,,,,,,,,,,,,
